"","fecha","Casos por fecha de inicio de síntomas","Casos por fecha de toma de muestra","Casos por fecha de emisión de resultados"
"145","2020-09-21","13","16","38"
"146","2020-09-22","10","12","12"
"147","2020-09-23","6","12","13"
"148","2020-09-24","2","14","7"
"149","2020-09-25","3","9","4"
"150","2020-09-26","5","5","6"
"151","2020-09-27","10","9","1"
"152","2020-09-28","14","15","20"
"153","2020-09-29","8","19","21"
"154","2020-09-30","7","13","28"
"155","2020-10-01","10","11","33"
"156","2020-10-02","5","10","8"
"157","2020-10-03","5","7","1"
"158","2020-10-04","5","8","4"
"159","2020-10-05","11","15","6"
"160","2020-10-06","10","12","6"
"161","2020-10-07","3","9","29"
"162","2020-10-08","7","8","2"
"163","2020-10-09","3","17","14"
"164","2020-10-10","4","4","0"
"165","2020-10-11","10","6","1"
"166","2020-10-12","7","15","5"
"167","2020-10-13","5","25","21"
"168","2020-10-14","3","9","13"
"169","2020-10-15","2","8","20"
"170","2020-10-16","4","9","15"
"171","2020-10-17","6","3","4"
"172","2020-10-18","3","10","10"
"173","2020-10-19","7","9","32"
"174","2020-10-20","4","5","7"
"175","2020-10-21","4","17","19"
"176","2020-10-22","1","13","10"
"177","2020-10-23","7","19","15"
"178","2020-10-24","1","5","0"
"179","2020-10-25","1","5","0"
"180","2020-10-26","8","10","19"
"181","2020-10-27","2","15","17"
"182","2020-10-28","4","9","16"
"183","2020-10-29","1","2","8"
"184","2020-10-30","3","5","9"
"185","2020-10-31","2","5","0"
"186","2020-11-01","3","4","0"
"187","2020-11-02","5","4","7"
"188","2020-11-03","1","11","6"
"189","2020-11-04","1","3","9"
"190","2020-11-05","3","10","6"
"191","2020-11-06","5","6","2"
"192","2020-11-07","2","2","0"
"193","2020-11-08","2","5","1"
"194","2020-11-09","8","12","12"
"195","2020-11-10","3","2","12"
"196","2020-11-11","2","9","8"
"197","2020-11-12","0","5","9"
"198","2020-11-13","8","6","3"
"199","2020-11-14","2","9","1"
"200","2020-11-15","6","2","1"
"201","2020-11-16","4","13","3"
"202","2020-11-17","1","9","9"
"203","2020-11-18","1","7","20"
"204","2020-11-19","2","5","13"
"205","2020-11-20","2","6","4"
"206","2020-11-21","1","2","3"
"207","2020-11-22","1","5","3"
"208","2020-11-23","1","0","7"
"209","2020-11-24","3","6","8"
"210","2020-11-25","2","8","6"
"211","2020-11-26","2","4","4"
"212","2020-11-27","1","7","10"
"213","2020-11-28","1","2","1"
"214","2020-11-29","2","5","2"
"215","2020-11-30","3","7","7"
"216","2020-12-01","3","9","11"
"217","2020-12-02","4","2","5"
"218","2020-12-03","1","4","2"
"219","2020-12-04","0","3","8"
"220","2020-12-05","1","1","0"
"221","2020-12-06","3","2","1"
"222","2020-12-07","2","8","9"
"223","2020-12-08","4","4","6"
"224","2020-12-09","1","18","9"
"225","2020-12-10","1","5","10"
"226","2020-12-11","3","2","6"
"227","2020-12-12","0","4","3"
"228","2020-12-13","4","2","5"
"229","2020-12-14","1","5","4"
"230","2020-12-15","2","4","7"
"231","2020-12-16","2","8","5"
"232","2020-12-17","1","8","2"
"233","2020-12-18","5","6","10"
"234","2020-12-19","0","3","2"
"235","2020-12-20","4","1","3"
"236","2020-12-21","3","4","3"
"237","2020-12-22","3","4","10"
"238","2020-12-23","1","4","3"
"239","2020-12-24","1","1","2"
"240","2020-12-25","9","1","1"
"241","2020-12-26","2","6","3"
"242","2020-12-27","6","2","0"
"243","2020-12-28","13","8","4"
"244","2020-12-29","2","16","10"
"245","2020-12-30","0","16","16"
"246","2020-12-31","3","2","5"
"247","2021-01-02","3","2","0"
"248","2021-01-03","5","4","0"
"249","2021-01-04","8","12","9"
"250","2021-01-05","3","10","17"
"251","2021-01-06","2","9","8"
"252","2021-01-07","7","6","13"
"253","2021-01-08","4","13","5"
"254","2021-01-09","2","6","3"
"255","2021-01-10","5","1","2"
"256","2021-01-11","6","7","14"
"257","2021-01-12","6","15","7"
"258","2021-01-13","0","13","14"
"259","2021-01-14","4","2","12"
"260","2021-01-15","7","18","5"
"261","2021-01-16","7","14","14"
"262","2021-01-17","2","4","2"
"263","2021-01-18","3","10","8"
"264","2021-01-19","6","15","24"
"265","2021-01-20","4","3","16"
"266","2021-01-21","2","10","15"
"267","2021-01-22","3","8","5"
"268","2021-01-23","4","6","5"
"269","2021-01-24","1","5","4"
"270","2021-01-25","1","7","10"
"271","2021-01-26","0","6","4"
"272","2021-01-27","1","6","13"
"273","2021-01-28","1","1","4"
"274","2021-01-29","3","7","4"
"275","2021-01-30","0","7","6"
"276","2021-01-31","0","4","0"
"277","2021-02-01","2","7","13"
"278","2021-02-02","1","5","4"
"279","2021-02-03","4","5","3"
"280","2021-02-04","0","5","13"
"281","2021-02-05","3","3","5"
"282","2021-02-06","2","2","0"
"283","2021-02-07","2","8","1"
"284","2021-02-08","3","6","11"
"285","2021-02-09","1","4","5"
"286","2021-02-10","4","6","3"
"287","2021-02-11","2","15","9"
"288","2021-02-12","2","7","24"
"289","2021-02-13","8","7","6"
"290","2021-02-14","6","3","2"
"291","2021-02-15","9","12","13"
"292","2021-02-16","3","13","14"
"293","2021-02-17","4","9","13"
"294","2021-02-18","4","8","14"
"295","2021-02-19","7","9","11"
"296","2021-02-20","9","9","3"
"297","2021-02-21","6","8","2"
"298","2021-02-22","9","13","20"
"299","2021-02-23","3","17","20"
"300","2021-02-24","9","12","11"
"301","2021-02-25","11","13","23"
"302","2021-02-26","6","18","17"
"303","2021-02-27","4","9","8"
"304","2021-02-28","13","18","10"
"305","2021-03-01","7","19","21"
"306","2021-03-02","10","25","19"
"307","2021-03-03","13","22","31"
"308","2021-03-04","3","16","42"
"309","2021-03-05","3","22","12"
"310","2021-03-06","10","13","13"
"311","2021-03-07","1","15","16"
"312","2021-03-08","0","6","43"
"313","SIN DATOS","1389","7","0"
"314","Total","4025","4025","4025"
