"","fecha","Casos por fecha de inicio de s<c3><ad>ntomas","Casos por fecha de toma de muestra","Casos por fecha de emisi<c3><b3>n de resultados"
"262","2021-01-08","0","3","0"
"263","2021-01-09","0","8","0"
"264","2021-01-10","0","3","0"
"265","2021-01-11","0","10","0"
"266","2021-01-12","0","2","0"
"267","2021-01-13","0","6","0"
"268","2021-01-14","0","8","0"
"269","2021-01-15","0","5","0"
"270","2021-01-16","0","4","0"
"271","2021-01-17","0","3","0"
"272","2021-01-18","0","10","0"
"273","2021-01-19","0","9","0"
"274","2021-01-20","0","4","0"
"275","2021-01-21","0","10","0"
"276","2021-01-22","0","7","0"
"277","2021-01-23","0","4","0"
"278","2021-01-24","0","0","0"
"279","2021-01-25","0","6","0"
"280","2021-01-26","0","3","0"
"281","2021-01-27","0","7","0"
"282","2021-01-28","0","2","0"
"283","2021-01-29","0","2","0"
"284","2021-01-30","0","2","0"
"285","2021-01-31","0","3","0"
"286","2021-02-01","0","2","0"
"287","2021-02-02","0","1","0"
"288","2021-02-03","0","0","0"
"289","2021-02-04","0","3","0"
"290","2021-02-05","0","0","0"
"291","2021-02-06","0","1","0"
"292","2021-02-07","0","1","0"
"293","2021-02-08","0","4","0"
"294","2021-02-09","0","1","0"
"295","2021-02-10","0","1","0"
"296","2021-02-11","0","1","0"
"297","2021-02-12","0","4","0"
"298","2021-02-13","0","1","0"
"299","2021-02-14","0","0","0"
"300","2021-02-15","0","1","0"
"301","2021-02-16","0","1","0"
"302","2021-02-17","0","0","0"
"303","2021-02-18","0","2","0"
"304","2021-02-19","0","2","0"
"305","2021-02-20","0","0","0"
"306","2021-02-21","0","2","0"
"307","2021-02-22","0","6","0"
"308","2021-02-23","0","0","0"
"309","2021-02-25","0","0","0"
"310","2021-02-26","0","3","0"
"311","2021-02-27","0","3","0"
"312","2021-02-28","0","1","0"
"313","2021-03-01","0","3","0"
"314","2021-03-02","0","1","0"
"315","2021-03-03","0","3","0"
"316","2021-03-04","0","1","0"
"317","2021-03-05","0","3","0"
"318","2021-03-06","0","4","0"
"319","2021-03-07","0","2","0"
"320","2021-03-08","0","2","0"
"321","2021-03-09","0","8","0"
"322","2021-03-10","0","5","0"
"323","2021-03-11","0","18","0"
"324","2021-03-12","0","13","0"
"325","2021-03-13","0","7","0"
"326","2021-03-14","0","4","0"
"327","2021-03-15","0","6","0"
"328","2021-03-16","0","8","0"
"329","2021-03-17","0","0","0"
"330","2021-03-18","0","11","0"
"331","2021-03-19","0","22","0"
"332","2021-03-20","0","4","0"
"333","2021-03-21","0","2","0"
"334","2021-03-22","0","8","0"
"335","2021-03-23","0","7","0"
"336","2021-03-24","0","9","0"
"337","2021-03-25","0","3","0"
"338","2021-03-26","0","3","0"
"339","2021-03-27","0","2","0"
"340","2021-03-28","0","7","0"
"341","2021-03-29","0","10","0"
"342","2021-03-30","0","12","0"
"343","2021-03-31","0","4","0"
"344","2021-04-01","0","6","0"
"345","2021-04-02","0","4","0"
"346","2021-04-03","0","8","0"
"347","2021-04-04","0","10","0"
"348","2021-04-05","0","16","0"
"349","2021-04-06","0","10","0"
"350","2021-04-07","0","13","0"
"351","2021-04-08","0","15","0"
"352","2021-04-09","0","4","0"
"353","2021-04-10","0","6","0"
"354","2021-04-11","0","2","0"
"355","2021-04-12","0","17","0"
"356","2021-04-13","0","5","0"
"357","2021-04-14","0","9","0"
"358","2021-04-15","0","4","0"
"359","2021-04-16","0","10","0"
"360","2021-04-17","0","2","0"
"361","2021-04-18","0","1","0"
"362","2021-04-19","0","15","0"
"363","2021-04-20","0","9","0"
"364","2021-04-21","0","5","0"
"365","2021-04-22","0","15","0"
"366","2021-04-23","0","8","0"
"367","2021-04-24","0","4","0"
"368","2021-04-25","0","3","0"
"369","2021-04-26","0","9","0"
"370","2021-04-27","0","10","0"
"371","2021-04-28","0","8","0"
"372","2021-04-29","0","10","0"
"373","2021-04-30","0","5","0"
"374","2021-05-01","0","0","0"
"375","2021-05-02","0","1","0"
"376","2021-05-03","0","16","0"
"377","2021-05-04","0","9","0"
"378","2021-05-05","0","4","0"
"379","2021-05-06","0","8","0"
"380","2021-05-07","0","5","0"
"381","2021-05-08","0","4","0"
"382","2021-05-09","0","3","0"
"383","2021-05-10","0","4","0"
"384","2021-05-11","0","10","0"
"385","2021-05-12","0","16","0"
"386","2021-05-13","0","10","0"
"387","2021-05-14","0","13","0"
"388","2021-05-15","0","4","0"
"389","2021-05-16","0","12","0"
"390","2021-05-17","0","14","0"
"391","2021-05-18","0","10","0"
"392","2021-05-19","0","19","0"
"393","2021-05-20","0","12","0"
"394","2021-05-21","0","12","0"
"395","2021-05-22","0","9","0"
"396","2021-05-23","0","9","0"
"397","2021-05-24","0","17","0"
"398","2021-05-25","0","12","0"
"399","2021-05-26","0","17","0"
"400","2021-05-27","0","17","0"
"401","2021-05-28","0","5","0"
"402","2021-05-29","0","20","0"
"403","2021-05-30","0","9","0"
"404","2021-05-31","0","18","0"
"405","2021-06-01","0","8","0"
"406","2021-06-02","0","7","0"
"407","2021-06-03","0","5","0"
"408","2021-06-04","0","11","0"
"409","2021-06-05","0","2","0"
"410","2021-06-06","0","5","0"
"411","2021-06-07","0","20","0"
"412","2021-06-08","0","12","0"
"413","2021-06-09","0","16","0"
"414","2021-06-10","0","12","0"
"415","2021-06-11","0","3","0"
"416","2021-06-12","0","3","0"
"417","2021-06-13","0","1","0"
"418","2021-06-14","0","8","0"
"419","2021-06-15","0","9","0"
"420","2021-06-16","0","8","0"
"421","2021-06-17","0","13","0"
"422","2021-06-18","0","9","0"
"423","2021-06-19","0","6","0"
"424","2021-06-20","0","8","0"
"425","2021-06-21","0","11","0"
"426","2021-06-22","0","12","0"
"427","2021-06-23","0","15","0"
"428","2021-06-24","0","17","0"
"429","2021-06-25","0","10","0"
"430","2021-06-26","0","6","0"
"431","2021-06-27","0","4","0"
"432","2021-06-28","0","13","0"
"433","2021-06-29","0","16","0"
"434","2021-06-30","0","14","0"
"435","2021-07-01","0","24","0"
"436","2021-07-02","0","25","0"
"437","2021-07-03","0","16","0"
"438","2021-07-04","0","15","0"
"439","2021-07-05","0","27","0"
"440","2021-07-06","0","27","0"
"441","2021-07-07","0","18","0"
"442","2021-07-08","0","12","0"
"443","2021-07-09","0","33","0"
"444","2021-07-10","0","9","0"
"445","2021-07-11","0","7","0"
"446","2021-07-12","0","27","0"
"447","2021-07-13","0","8","0"
"448","2021-07-14","0","6","0"
"449","2021-07-15","0","12","0"
"450","2021-07-16","0","21","0"
"451","2021-07-17","0","9","0"
"452","2021-07-18","0","4","0"
"453","2021-07-19","0","12","0"
"454","2021-07-20","0","15","0"
"455","2021-07-21","0","16","0"
"456","2021-07-22","0","17","0"
"457","2021-07-23","0","9","0"
"458","2021-07-24","0","8","0"
"459","2021-07-25","0","8","0"
"460","2021-07-26","0","28","0"
"461","2021-07-27","0","15","0"
"462","2021-07-28","0","27","0"
"463","2021-07-29","0","18","0"
"464","2021-07-30","0","25","0"
"465","2021-07-31","0","13","0"
"466","2021-08-01","0","14","0"
"467","2021-08-02","0","28","0"
"468","2021-08-03","0","44","0"
"469","2021-08-04","0","35","0"
"470","2021-08-05","0","40","0"
"471","2021-08-06","0","45","0"
"472","2021-08-07","0","30","0"
"473","2021-08-08","0","14","0"
"474","2021-08-09","0","41","0"
"475","2021-08-10","0","47","0"
"476","2021-08-11","0","36","0"
"477","2021-08-12","0","34","0"
"478","2021-08-13","0","56","0"
"479","2021-08-14","0","18","0"
"480","2021-08-15","0","33","0"
"481","2021-08-16","0","67","0"
"482","2021-08-17","0","54","0"
"483","2021-08-18","0","54","0"
"484","2021-08-19","0","27","0"
"485","2021-08-20","0","39","0"
"486","2021-08-21","0","21","0"
"487","2021-08-22","0","12","0"
"488","2021-08-23","0","28","0"
"489","2021-08-24","0","3","0"
"490","SIN DATOS","4834","3","4834"
"491","Total","4834","4834","4834"
