"","fecha","Casos por fecha de inicio de síntomas","Casos por fecha de toma de muestra","Casos por fecha de emisión de resultados"
"119","2020-07-31","33","32","52"
"120","2020-08-01","28","20","23"
"121","2020-08-02","15","10","15"
"122","2020-08-03","34","36","19"
"123","2020-08-04","17","37","39"
"124","2020-08-05","14","32","32"
"125","2020-08-06","22","28","34"
"126","2020-08-07","20","32","33"
"127","2020-08-08","17","18","24"
"128","2020-08-09","18","11","39"
"129","2020-08-10","24","34","19"
"130","2020-08-11","16","22","40"
"131","2020-08-12","16","30","54"
"132","2020-08-13","14","31","51"
"133","2020-08-14","14","25","23"
"134","2020-08-15","21","9","38"
"135","2020-08-16","14","13","16"
"136","2020-08-17","25","23","33"
"137","2020-08-18","19","24","71"
"138","2020-08-19","18","21","55"
"139","2020-08-20","21","24","52"
"140","2020-08-21","15","24","37"
"141","2020-08-22","23","19","9"
"142","2020-08-23","21","17","22"
"143","2020-08-24","26","20","55"
"144","2020-08-25","18","25","44"
"145","2020-08-26","20","35","39"
"146","2020-08-27","21","34","47"
"147","2020-08-28","18","16","22"
"148","2020-08-29","16","18","12"
"149","2020-08-30","21","19","13"
"150","2020-08-31","14","22","23"
"151","2020-09-01","24","20","24"
"152","2020-09-02","17","25","20"
"153","2020-09-03","19","24","32"
"154","2020-09-04","16","30","26"
"155","2020-09-05","19","14","6"
"156","2020-09-06","12","7","8"
"157","2020-09-07","23","21","37"
"158","2020-09-08","16","22","25"
"159","2020-09-09","21","15","18"
"160","2020-09-10","18","20","14"
"161","2020-09-11","17","21","11"
"162","2020-09-12","10","25","22"
"163","2020-09-13","30","10","8"
"164","2020-09-14","19","44","15"
"165","2020-09-15","20","11","23"
"166","2020-09-16","14","26","41"
"167","2020-09-17","14","23","18"
"168","2020-09-18","17","26","47"
"169","2020-09-19","20","21","8"
"170","2020-09-20","21","16","25"
"171","2020-09-21","24","21","24"
"172","2020-09-22","11","28","36"
"173","2020-09-23","11","16","19"
"174","2020-09-24","4","14","20"
"175","2020-09-25","8","18","22"
"176","2020-09-26","15","20","16"
"177","2020-09-27","16","6","12"
"178","2020-09-28","24","16","17"
"179","2020-09-29","16","6","19"
"180","2020-09-30","19","28","20"
"181","2020-10-01","22","28","25"
"182","2020-10-02","17","29","26"
"183","2020-10-03","15","32","18"
"184","2020-10-04","10","9","12"
"185","2020-10-05","21","34","42"
"186","2020-10-06","16","26","35"
"187","2020-10-07","11","25","64"
"188","2020-10-08","16","21","12"
"189","2020-10-09","11","19","21"
"190","2020-10-10","17","11","13"
"191","2020-10-11","10","10","14"
"192","2020-10-12","17","24","19"
"193","2020-10-13","21","30","22"
"194","2020-10-14","11","26","39"
"195","2020-10-15","14","23","21"
"196","2020-10-16","11","15","21"
"197","2020-10-17","18","15","7"
"198","2020-10-18","8","6","6"
"199","2020-10-19","16","24","29"
"200","2020-10-20","10","17","6"
"201","2020-10-21","13","11","26"
"202","2020-10-22","10","39","16"
"203","2020-10-23","11","18","42"
"204","2020-10-24","6","18","9"
"205","2020-10-25","7","9","6"
"206","2020-10-26","14","14","34"
"207","2020-10-27","10","9","21"
"208","2020-10-28","4","12","9"
"209","2020-10-29","12","9","15"
"210","2020-10-30","11","20","23"
"211","2020-10-31","6","5","4"
"212","2020-11-01","9","4","0"
"213","2020-11-02","15","7","13"
"214","2020-11-03","8","11","4"
"215","2020-11-04","8","9","25"
"216","2020-11-05","7","20","18"
"217","2020-11-06","11","11","44"
"218","2020-11-07","12","12","10"
"219","2020-11-08","17","6","4"
"220","2020-11-09","21","42","20"
"221","2020-11-10","27","26","10"
"222","2020-11-11","20","34","62"
"223","2020-11-12","19","31","22"
"224","2020-11-13","14","35","42"
"225","2020-11-14","20","21","10"
"226","2020-11-15","24","20","10"
"227","2020-11-16","22","38","41"
"228","2020-11-17","15","29","27"
"229","2020-11-18","21","27","44"
"230","2020-11-19","29","43","38"
"231","2020-11-20","21","43","40"
"232","2020-11-21","14","12","12"
"233","2020-11-22","30","8","7"
"234","2020-11-23","19","40","23"
"235","2020-11-24","21","41","45"
"236","2020-11-25","23","64","51"
"237","2020-11-26","34","41","34"
"238","2020-11-27","28","36","47"
"239","2020-11-28","31","12","9"
"240","2020-11-29","18","24","5"
"241","2020-11-30","28","40","63"
"242","2020-12-01","29","45","57"
"243","2020-12-02","14","35","39"
"244","2020-12-03","21","29","28"
"245","2020-12-04","19","45","19"
"246","2020-12-05","18","13","7"
"247","2020-12-06","17","7","20"
"248","2020-12-07","24","37","53"
"249","2020-12-08","24","54","40"
"250","2020-12-09","27","42","41"
"251","2020-12-10","14","26","49"
"252","2020-12-11","25","27","24"
"253","2020-12-12","19","9","7"
"254","2020-12-13","21","9","6"
"255","2020-12-14","27","29","50"
"256","2020-12-15","45","34","24"
"257","2020-12-16","25","47","39"
"258","2020-12-17","16","35","58"
"259","2020-12-18","24","59","27"
"260","2020-12-19","27","20","12"
"261","2020-12-20","13","9","5"
"262","2020-12-21","13","36","53"
"263","2020-12-22","14","34","37"
"264","2020-12-23","20","36","21"
"265","2020-12-24","20","10","23"
"266","2020-12-25","16","1","9"
"267","2020-12-26","17","14","1"
"268","2020-12-27","13","6","11"
"269","2020-12-28","16","50","48"
"270","2020-12-29","6","37","51"
"271","2020-12-30","2","7","43"
"272","2020-12-31","0","5","6"
"273","2021-01-01","1","1","7"
"274","SIN DATOS","1425","8","0"
"275","Total","6311","6311","6311"
