"","fecha","Casos por fecha de inicio de síntomas","Casos por fecha de toma de muestra","Casos por fecha de emisión de resultados"
"209","2020-11-22","8","2","2"
"210","2020-11-23","6","4","13"
"211","2020-11-24","1","4","11"
"212","2020-11-25","3","4","3"
"213","2020-11-26","3","15","6"
"214","2020-11-27","2","5","6"
"215","2020-11-28","4","1","1"
"216","2020-11-29","2","0","0"
"217","2020-11-30","2","4","18"
"218","2020-12-01","2","2","6"
"219","2020-12-02","4","8","25"
"220","2020-12-03","5","5","23"
"221","2020-12-04","1","9","26"
"222","2020-12-05","2","1","0"
"223","2020-12-06","4","2","2"
"224","2020-12-07","4","3","56"
"225","2020-12-08","2","7","7"
"226","2020-12-09","5","6","3"
"227","2020-12-10","4","8","24"
"228","2020-12-11","2","4","52"
"229","2020-12-12","1","3","0"
"230","2020-12-13","1","2","0"
"231","2020-12-14","5","8","30"
"232","2020-12-15","0","4","9"
"233","2020-12-16","2","5","5"
"234","2020-12-17","1","3","3"
"235","2020-12-18","2","6","13"
"236","2020-12-19","1","1","2"
"237","2020-12-20","3","0","1"
"238","2020-12-21","1","4","1"
"239","2020-12-22","1","6","4"
"240","2020-12-23","0","0","29"
"241","2020-12-24","0","3","2"
"242","2020-12-25","0","1","2"
"243","2020-12-26","4","1","2"
"244","2020-12-27","1","3","2"
"245","2020-12-28","2","4","4"
"246","2020-12-29","2","5","3"
"247","2020-12-30","0","4","7"
"248","2020-12-31","6","3","1"
"249","2021-01-01","5","2","4"
"250","2021-01-02","0","1","2"
"251","2021-01-03","1","3","1"
"252","2021-01-04","5","10","10"
"253","2021-01-05","1","1","4"
"254","2021-01-06","3","13","2"
"255","2021-01-07","4","7","10"
"256","2021-01-08","4","10","0"
"257","2021-01-09","2","3","18"
"258","2021-01-10","2","4","1"
"259","2021-01-11","1","5","5"
"260","2021-01-12","2","1","6"
"261","2021-01-13","2","5","3"
"262","2021-01-14","1","1","2"
"263","2021-01-15","3","4","3"
"264","2021-01-16","3","3","4"
"265","2021-01-17","2","1","0"
"266","2021-01-18","1","4","3"
"267","2021-01-19","2","10","2"
"268","2021-01-20","5","11","1"
"269","2021-01-21","1","2","16"
"270","2021-01-22","4","2","2"
"271","2021-01-23","3","4","2"
"272","2021-01-24","2","1","3"
"273","2021-01-25","5","14","9"
"274","2021-01-26","5","5","12"
"275","2021-01-27","1","10","13"
"276","2021-01-28","5","8","9"
"277","2021-01-29","3","6","7"
"278","2021-01-30","4","8","6"
"279","2021-01-31","4","3","1"
"280","2021-02-01","9","4","12"
"281","2021-02-02","5","12","3"
"282","2021-02-03","8","8","10"
"283","2021-02-04","3","6","8"
"284","2021-02-05","13","21","17"
"285","2021-02-06","7","7","14"
"286","2021-02-07","7","5","1"
"287","2021-02-08","2","11","16"
"288","2021-02-09","4","21","10"
"289","2021-02-10","15","44","18"
"290","2021-02-11","8","7","8"
"291","2021-02-12","10","13","10"
"292","2021-02-13","6","5","3"
"293","2021-02-14","12","6","4"
"294","2021-02-15","10","20","21"
"295","2021-02-16","7","19","19"
"296","2021-02-17","11","28","19"
"297","2021-02-18","23","19","32"
"298","2021-02-19","9","44","18"
"299","2021-02-20","23","15","33"
"300","2021-02-21","21","4","3"
"301","2021-02-22","9","37","35"
"302","2021-02-23","17","36","47"
"303","2021-02-24","8","39","33"
"304","2021-02-25","21","39","34"
"305","2021-02-26","17","34","39"
"306","2021-02-27","25","23","4"
"307","2021-02-28","28","25","20"
"308","2021-03-01","47","58","46"
"309","2021-03-02","25","60","79"
"310","2021-03-03","28","56","18"
"311","2021-03-04","26","57","81"
"312","2021-03-05","46","84","81"
"313","2021-03-06","34","39","22"
"314","2021-03-07","39","32","8"
"315","2021-03-08","43","90","59"
"316","2021-03-09","34","108","88"
"317","2021-03-10","47","71","60"
"318","2021-03-11","27","74","61"
"319","2021-03-12","39","102","61"
"320","2021-03-13","47","52","27"
"321","2021-03-14","42","45","19"
"322","2021-03-15","51","109","102"
"323","2021-03-16","49","76","93"
"324","2021-03-17","30","77","147"
"325","2021-03-18","37","85","116"
"326","2021-03-19","30","79","86"
"327","2021-03-20","53","36","54"
"328","2021-03-21","36","29","13"
"329","2021-03-22","30","80","102"
"330","2021-03-23","27","41","83"
"331","2021-03-24","34","70","82"
"332","2021-03-25","29","64","57"
"333","2021-03-26","37","71","57"
"334","2021-03-27","15","24","15"
"335","2021-03-28","24","35","18"
"336","2021-03-29","21","62","16"
"337","2021-03-30","19","57","27"
"338","2021-03-31","15","32","27"
"339","2021-04-01","31","32","16"
"340","2021-04-02","41","35","40"
"341","2021-04-03","26","33","23"
"342","2021-04-04","25","30","29"
"343","2021-04-05","20","66","46"
"344","2021-04-06","12","43","28"
"345","2021-04-07","24","41","46"
"346","2021-04-08","20","37","47"
"347","2021-04-09","22","62","27"
"348","2021-04-10","29","46","36"
"349","2021-04-11","15","17","8"
"350","2021-04-12","18","76","32"
"351","2021-04-13","7","50","123"
"352","2021-04-14","5","43","183"
"353","2021-04-15","2","24","204"
"354","SIN DATOS","1871","5","0"
"355","Total","5175","5175","5175"
