"","fecha","Casos por fecha de inicio de síntomas","Casos por fecha de toma de muestra","Casos por fecha de emisión de resultados"
"181","2020-10-15","9","15","8"
"182","2020-10-16","7","16","13"
"183","2020-10-17","7","1","5"
"184","2020-10-18","4","0","1"
"185","2020-10-19","9","22","13"
"186","2020-10-20","10","2","7"
"187","2020-10-21","6","8","6"
"188","2020-10-22","3","12","17"
"189","2020-10-23","4","8","8"
"190","2020-10-24","8","0","0"
"191","2020-10-25","4","0","0"
"192","2020-10-26","6","11","6"
"193","2020-10-27","9","11","10"
"194","2020-10-28","2","8","6"
"195","2020-10-29","7","8","8"
"196","2020-10-30","4","6","11"
"197","2020-10-31","3","3","2"
"198","2020-11-01","7","2","0"
"199","2020-11-02","4","2","4"
"200","2020-11-03","4","18","3"
"201","2020-11-04","4","5","5"
"202","2020-11-05","11","3","16"
"203","2020-11-06","8","7","4"
"204","2020-11-07","5","4","3"
"205","2020-11-08","1","1","0"
"206","2020-11-09","8","14","9"
"207","2020-11-10","14","14","19"
"208","2020-11-11","2","20","18"
"209","2020-11-12","3","6","18"
"210","2020-11-13","5","5","4"
"211","2020-11-14","7","0","0"
"212","2020-11-16","2","8","7"
"213","2020-11-17","4","9","4"
"214","2020-11-18","1","11","10"
"215","2020-11-19","0","3","9"
"216","2020-11-20","4","7","1"
"217","2020-11-21","5","0","0"
"218","2020-11-22","5","0","1"
"219","2020-11-23","3","15","9"
"220","2020-11-24","6","2","10"
"221","2020-11-25","2","2","3"
"222","2020-11-26","2","2","0"
"223","2020-11-27","6","6","0"
"224","2020-11-28","1","2","2"
"225","2020-11-29","3","0","0"
"226","2020-11-30","6","3","5"
"227","2020-12-01","4","6","9"
"228","2020-12-02","4","13","6"
"229","2020-12-03","2","4","8"
"230","2020-12-04","3","9","8"
"231","2020-12-05","4","1","0"
"232","2020-12-06","2","1","0"
"233","2020-12-07","4","9","6"
"234","2020-12-08","5","2","1"
"235","2020-12-09","1","1","1"
"236","2020-12-10","2","2","7"
"237","2020-12-11","5","6","5"
"238","2020-12-12","1","0","2"
"239","2020-12-13","3","0","12"
"240","2020-12-14","2","11","17"
"241","2020-12-15","6","3","4"
"242","2020-12-16","4","9","28"
"243","2020-12-17","2","3","18"
"244","2020-12-18","2","1","11"
"245","2020-12-19","3","5","0"
"246","2020-12-20","2","4","0"
"247","2020-12-21","2","6","25"
"248","2020-12-22","1","4","3"
"249","2020-12-23","4","1","2"
"250","2020-12-24","3","1","0"
"251","2020-12-25","1","4","0"
"252","2020-12-26","2","1","1"
"253","2020-12-27","4","0","1"
"254","2020-12-28","5","4","1"
"255","2020-12-29","2","15","15"
"256","2020-12-30","2","2","9"
"257","2020-12-31","2","2","1"
"258","2021-01-01","4","0","0"
"259","2021-01-02","2","3","0"
"260","2021-01-03","0","1","0"
"261","2021-01-04","4","4","6"
"262","2021-01-05","8","1","1"
"263","2021-01-06","1","4","1"
"264","2021-01-07","0","4","3"
"265","2021-01-08","2","8","13"
"266","2021-01-09","2","2","1"
"267","2021-01-10","2","2","1"
"268","2021-01-11","0","9","8"
"269","2021-01-12","0","4","6"
"270","2021-01-13","1","1","3"
"271","2021-01-14","1","0","3"
"272","2021-01-15","0","0","1"
"273","2021-01-16","1","0","1"
"274","2021-01-17","0","1","0"
"275","2021-01-18","1","2","1"
"276","2021-01-19","0","1","4"
"277","2021-01-20","1","1","4"
"278","2021-01-21","0","2","9"
"279","2021-01-22","3","2","5"
"280","2021-01-23","2","1","1"
"281","2021-01-24","2","3","3"
"282","2021-01-25","2","3","10"
"283","2021-01-26","0","8","6"
"284","2021-01-27","0","3","3"
"285","2021-01-28","1","4","11"
"286","2021-01-29","0","1","6"
"287","2021-01-30","1","6","8"
"288","2021-01-31","1","0","0"
"289","2021-02-01","3","2","8"
"290","2021-02-02","0","3","1"
"291","2021-02-03","0","3","1"
"292","2021-02-04","0","1","4"
"293","2021-02-05","1","3","3"
"294","2021-02-06","1","0","3"
"295","2021-02-08","2","1","3"
"296","2021-02-09","1","2","3"
"297","2021-02-10","2","2","3"
"298","2021-02-11","1","6","3"
"299","2021-02-12","1","0","10"
"300","2021-02-13","3","1","2"
"301","2021-02-14","1","1","0"
"302","2021-02-15","0","3","3"
"303","2021-02-16","0","1","7"
"304","2021-02-17","0","2","6"
"305","2021-02-18","1","0","5"
"306","2021-02-19","1","2","2"
"307","2021-02-20","1","0","1"
"308","2021-02-21","0","1","1"
"309","2021-02-22","0","5","2"
"310","2021-02-23","1","2","2"
"311","2021-02-24","1","1","0"
"312","2021-02-25","1","1","3"
"313","2021-02-26","1","4","8"
"314","2021-02-27","1","1","1"
"315","2021-02-28","0","8","0"
"316","2021-03-01","2","3","9"
"317","2021-03-02","5","6","10"
"318","2021-03-03","1","1","6"
"319","2021-03-04","0","3","6"
"320","2021-03-05","1","2","1"
"321","2021-03-06","1","3","1"
"322","2021-03-07","1","0","1"
"323","2021-03-08","3","6","8"
"324","2021-03-09","1","2","10"
"325","2021-03-10","1","9","6"
"326","2021-03-11","1","1","10"
"327","2021-03-12","1","1","0"
"328","2021-03-13","1","0","0"
"329","2021-03-14","1","3","0"
"330","2021-03-15","2","4","10"
"331","2021-03-16","1","0","2"
"332","2021-03-17","1","2","2"
"333","2021-03-18","2","5","3"
"334","2021-03-19","1","2","1"
"335","2021-03-20","3","1","0"
"336","2021-03-21","0","3","0"
"337","2021-03-22","4","5","7"
"338","2021-03-23","0","4","3"
"339","2021-03-24","1","2","4"
"340","2021-03-25","5","2","1"
"341","2021-03-26","2","4","5"
"342","2021-03-28","3","1","0"
"343","2021-03-29","5","6","2"
"344","2021-03-30","4","10","1"
"345","2021-03-31","3","5","6"
"346","2021-04-01","3","3","2"
"347","2021-04-02","2","1","0"
"348","2021-04-03","2","1","0"
"349","2021-04-04","6","0","0"
"350","2021-04-05","4","5","7"
"351","2021-04-06","3","9","7"
"352","2021-04-07","6","4","11"
"353","2021-04-08","4","6","6"
"354","2021-04-09","5","15","2"
"355","2021-04-10","6","0","8"
"356","2021-04-11","13","3","2"
"357","2021-04-12","6","17","19"
"358","2021-04-13","9","11","16"
"359","2021-04-14","2","21","11"
"360","2021-04-15","5","15","14"
"361","2021-04-16","11","11","17"
"362","2021-04-17","4","3","0"
"363","2021-04-18","1","3","0"
"364","2021-04-19","7","13","11"
"365","2021-04-20","7","8","12"
"366","2021-04-21","2","13","6"
"367","2021-04-22","2","9","4"
"368","2021-04-23","4","0","12"
"369","2021-04-24","3","2","0"
"370","2021-04-25","4","1","0"
"371","2021-04-26","5","10","4"
"372","2021-04-27","4","6","3"
"373","2021-04-28","4","7","15"
"374","2021-04-29","2","10","7"
"375","2021-04-30","2","5","2"
"376","2021-05-01","0","2","0"
"377","2021-05-02","2","0","1"
"378","2021-05-03","4","1","13"
"379","2021-05-04","4","7","5"
"380","2021-05-05","2","2","2"
"381","2021-05-06","2","7","16"
"382","2021-05-07","2","5","8"
"383","2021-05-08","3","0","0"
"384","2021-05-09","5","0","0"
"385","2021-05-10","2","6","1"
"386","2021-05-11","1","3","6"
"387","2021-05-12","2","10","2"
"388","2021-05-13","3","3","11"
"389","2021-05-14","4","3","5"
"390","2021-05-15","3","1","0"
"391","2021-05-16","2","1","0"
"392","2021-05-17","2","10","6"
"393","2021-05-18","1","6","17"
"394","2021-05-19","0","2","3"
"395","2021-05-20","0","5","12"
"396","SIN DATOS","657","2","0"
"397","Total","2135","2135","2135"
