"","fecha","Casos por fecha de inicio de síntomas","Casos por fecha de toma de muestra","Casos por fecha de emisión de resultados"
"115","2020-08-21","19","42","37"
"116","2020-08-22","22","23","32"
"117","2020-08-23","27","29","17"
"118","2020-08-24","28","42","30"
"119","2020-08-25","13","37","31"
"120","2020-08-26","26","35","25"
"121","2020-08-27","21","41","53"
"122","2020-08-28","36","52","30"
"123","2020-08-29","17","27","40"
"124","2020-08-30","13","12","0"
"125","2020-08-31","20","57","40"
"126","2020-09-01","20","39","42"
"127","2020-09-02","13","45","40"
"128","2020-09-03","15","62","49"
"129","2020-09-04","10","28","11"
"130","2020-09-05","13","13","32"
"131","2020-09-06","12","10","14"
"132","2020-09-07","16","58","35"
"133","2020-09-08","12","45","40"
"134","2020-09-09","9","30","55"
"135","2020-09-10","13","35","46"
"136","2020-09-11","12","65","41"
"137","2020-09-12","10","22","44"
"138","2020-09-13","7","11","20"
"139","2020-09-14","8","31","13"
"140","2020-09-15","13","29","30"
"141","2020-09-16","6","43","33"
"142","2020-09-17","9","20","35"
"143","2020-09-18","20","34","21"
"144","2020-09-19","23","30","21"
"145","2020-09-20","12","14","26"
"146","2020-09-21","19","49","54"
"147","2020-09-22","13","29","22"
"148","2020-09-23","8","48","38"
"149","2020-09-24","9","44","47"
"150","2020-09-25","8","28","39"
"151","2020-09-26","5","19","22"
"152","2020-09-27","7","24","4"
"153","2020-09-28","8","25","31"
"154","2020-09-29","9","47","46"
"155","2020-09-30","22","18","27"
"156","2020-10-01","15","26","43"
"157","2020-10-02","12","44","29"
"158","2020-10-03","14","10","13"
"159","2020-10-04","16","8","5"
"160","2020-10-05","19","39","19"
"161","2020-10-06","7","30","30"
"162","2020-10-07","7","29","34"
"163","2020-10-08","11","24","17"
"164","2020-10-09","9","21","22"
"165","2020-10-10","10","12","6"
"166","2020-10-11","6","5","6"
"167","2020-10-12","8","11","11"
"168","2020-10-13","8","15","7"
"169","2020-10-14","7","15","14"
"170","2020-10-15","12","11","9"
"171","2020-10-16","6","33","25"
"172","2020-10-17","5","11","10"
"173","2020-10-18","9","4","5"
"174","2020-10-19","7","12","23"
"175","2020-10-20","5","13","5"
"176","2020-10-21","6","10","56"
"177","2020-10-22","11","17","49"
"178","2020-10-23","4","16","16"
"179","2020-10-24","6","7","10"
"180","2020-10-25","5","4","3"
"181","2020-10-26","6","12","46"
"182","2020-10-27","4","13","16"
"183","2020-10-28","7","9","10"
"184","2020-10-29","4","10","9"
"185","2020-10-30","1","9","2"
"186","2020-10-31","1","21","16"
"187","2020-11-01","2","3","0"
"188","2020-11-02","3","3","1"
"189","2020-11-03","1","6","7"
"190","2020-11-04","4","4","26"
"191","2020-11-05","2","5","16"
"192","2020-11-06","0","2","9"
"193","2020-11-07","4","4","0"
"194","2020-11-08","0","3","1"
"195","2020-11-09","4","34","20"
"196","2020-11-10","4","12","9"
"197","2020-11-11","0","22","26"
"198","2020-11-12","2","3","20"
"199","2020-11-13","9","10","9"
"200","2020-11-14","6","6","3"
"201","2020-11-15","4","3","0"
"202","2020-11-16","6","9","5"
"203","2020-11-17","4","14","14"
"204","2020-11-18","3","12","12"
"205","2020-11-19","5","4","22"
"206","2020-11-20","6","6","5"
"207","2020-11-21","2","3","2"
"208","2020-11-22","8","1","0"
"209","2020-11-23","1","9","6"
"210","2020-11-24","1","14","13"
"211","2020-11-25","3","16","13"
"212","2020-11-26","1","10","12"
"213","2020-11-27","2","15","9"
"214","2020-11-28","2","4","0"
"215","2020-11-29","3","15","0"
"216","2020-11-30","2","12","36"
"217","2020-12-01","2","11","24"
"218","2020-12-02","0","7","51"
"219","2020-12-03","2","3","57"
"220","2020-12-04","3","9","21"
"221","2020-12-05","2","6","0"
"222","2020-12-06","2","11","3"
"223","2020-12-07","1","6","26"
"224","2020-12-08","1","9","8"
"225","2020-12-09","0","3","21"
"226","2020-12-10","1","7","4"
"227","2020-12-11","2","6","3"
"228","2020-12-12","1","5","0"
"229","2020-12-13","0","5","2"
"230","2020-12-14","3","4","5"
"231","2020-12-15","3","10","20"
"232","2020-12-16","1","8","4"
"233","2020-12-17","2","8","11"
"234","2020-12-18","0","7","13"
"235","2020-12-19","4","9","1"
"236","2020-12-20","5","6","0"
"237","2020-12-21","2","16","11"
"238","2020-12-22","3","16","10"
"239","2020-12-23","8","4","7"
"240","2020-12-24","3","6","1"
"241","2020-12-25","4","2","2"
"242","2020-12-26","3","6","1"
"243","2020-12-27","3","5","2"
"244","2020-12-28","6","12","18"
"245","2020-12-29","2","16","24"
"246","2020-12-30","4","28","12"
"247","2020-12-31","2","7","4"
"248","2021-01-01","11","14","3"
"249","2021-01-02","5","12","3"
"250","2021-01-03","6","8","2"
"251","2021-01-04","7","16","44"
"252","2021-01-05","3","26","13"
"253","2021-01-06","2","13","46"
"254","2021-01-07","4","23","19"
"255","2021-01-08","3","17","23"
"256","2021-01-09","4","4","4"
"257","2021-01-10","5","3","1"
"258","2021-01-11","1","18","15"
"259","2021-01-12","5","14","10"
"260","2021-01-13","2","10","15"
"261","2021-01-14","2","13","22"
"262","2021-01-15","4","13","7"
"263","2021-01-16","4","24","6"
"264","2021-01-17","2","11","1"
"265","2021-01-18","4","33","8"
"266","2021-01-19","1","12","11"
"267","2021-01-20","7","8","30"
"268","2021-01-21","6","13","58"
"269","2021-01-22","7","31","24"
"270","2021-01-23","1","11","14"
"271","2021-01-24","3","9","2"
"272","2021-01-25","8","10","24"
"273","2021-01-26","7","7","35"
"274","2021-01-27","6","27","20"
"275","2021-01-28","1","22","20"
"276","2021-01-29","7","18","36"
"277","2021-01-30","2","29","12"
"278","2021-01-31","2","11","10"
"279","2021-02-01","4","19","3"
"280","2021-02-02","0","17","22"
"281","2021-02-03","3","9","54"
"282","2021-02-04","1","13","16"
"283","2021-02-05","0","7","21"
"284","2021-02-06","1","4","2"
"285","2021-02-07","4","5","0"
"286","2021-02-08","2","13","19"
"287","2021-02-09","1","27","19"
"288","2021-02-10","4","15","8"
"289","2021-02-11","3","23","6"
"290","2021-02-12","2","6","31"
"291","2021-02-13","5","8","2"
"292","2021-02-14","5","4","0"
"293","2021-02-15","2","18","25"
"294","2021-02-16","1","29","17"
"295","2021-02-17","3","10","12"
"296","2021-02-18","0","36","24"
"297","2021-02-19","5","23","8"
"298","2021-02-20","4","16","4"
"299","2021-02-21","1","9","0"
"300","2021-02-22","3","20","43"
"301","2021-02-23","2","9","40"
"302","2021-02-24","2","7","16"
"303","2021-02-25","0","14","25"
"304","2021-02-26","2","29","10"
"305","2021-02-27","2","22","2"
"306","2021-02-28","0","3","1"
"307","2021-03-01","1","15","9"
"308","2021-03-02","0","10","44"
"309","2021-03-03","3","17","15"
"310","2021-03-04","0","13","25"
"311","2021-03-05","2","11","12"
"312","2021-03-06","1","2","1"
"313","2021-03-07","1","0","1"
"314","2021-03-08","2","9","11"
"315","2021-03-09","0","5","8"
"316","2021-03-10","4","2","9"
"317","2021-03-11","3","12","14"
"318","2021-03-12","2","24","8"
"319","2021-03-13","2","8","5"
"320","2021-03-14","3","2","1"
"321","2021-03-15","5","8","16"
"322","2021-03-16","5","36","27"
"323","2021-03-17","5","8","13"
"324","2021-03-18","1","22","6"
"325","2021-03-19","0","9","40"
"326","2021-03-20","3","3","2"
"327","2021-03-21","0","2","0"
"328","2021-03-22","3","6","22"
"329","2021-03-23","2","4","6"
"330","2021-03-24","1","10","13"
"331","2021-03-25","0","1","5"
"332","SIN DATOS","2808","7","0"
"333","Total","4772","4772","4772"
