"","fecha","Casos por fecha de inicio de síntomas","Casos por fecha de toma de muestra","Casos por fecha de emisión de resultados"
"69","2020-07-06","8","24","23"
"70","2020-07-07","11","21","38"
"71","2020-07-08","12","23","22"
"72","2020-07-09","5","25","20"
"73","2020-07-10","20","49","27"
"74","2020-07-11","12","17","28"
"75","2020-07-12","10","12","15"
"76","2020-07-13","16","47","10"
"77","2020-07-14","27","35","27"
"78","2020-07-15","18","25","22"
"79","2020-07-16","37","30","21"
"80","2020-07-17","27","30","24"
"81","2020-07-18","24","38","42"
"82","2020-07-19","37","20","30"
"83","2020-07-20","33","57","8"
"84","2020-07-21","17","58","41"
"85","2020-07-22","16","68","41"
"86","2020-07-23","27","68","50"
"87","2020-07-24","21","84","48"
"88","2020-07-25","21","32","23"
"89","2020-07-26","19","18","32"
"90","2020-07-27","21","63","64"
"91","2020-07-28","29","76","56"
"92","2020-07-29","8","62","28"
"93","2020-07-30","22","33","28"
"94","2020-07-31","30","54","30"
"95","2020-08-01","53","30","14"
"96","2020-08-02","15","30","63"
"97","2020-08-03","33","74","75"
"98","2020-08-04","23","57","59"
"99","2020-08-05","39","62","48"
"100","2020-08-06","23","54","32"
"101","2020-08-07","17","51","46"
"102","2020-08-08","31","27","27"
"103","2020-08-09","19","27","30"
"104","2020-08-10","26","62","64"
"105","2020-08-11","14","61","56"
"106","2020-08-12","15","51","91"
"107","2020-08-13","28","75","120"
"108","2020-08-14","25","32","78"
"109","2020-08-15","17","37","40"
"110","2020-08-16","20","16","20"
"111","2020-08-17","18","55","112"
"112","2020-08-18","19","55","43"
"113","2020-08-19","13","48","58"
"114","2020-08-20","24","63","52"
"115","2020-08-21","31","43","57"
"116","2020-08-22","19","33","30"
"117","2020-08-23","17","25","26"
"118","2020-08-24","22","78","89"
"119","2020-08-25","20","52","98"
"120","2020-08-26","22","58","82"
"121","2020-08-27","19","43","85"
"122","2020-08-28","16","35","46"
"123","2020-08-29","14","27","15"
"124","2020-08-30","11","24","21"
"125","2020-08-31","15","37","71"
"126","2020-09-01","25","48","44"
"127","2020-09-02","9","30","57"
"128","2020-09-03","14","36","42"
"129","2020-09-04","22","30","18"
"130","2020-09-05","15","16","9"
"131","2020-09-06","19","8","10"
"132","2020-09-07","10","53","55"
"133","2020-09-08","15","42","49"
"134","2020-09-09","8","21","51"
"135","2020-09-10","15","51","35"
"136","2020-09-11","18","41","39"
"137","2020-09-12","13","12","7"
"138","2020-09-13","12","7","2"
"139","2020-09-14","23","33","36"
"140","2020-09-15","18","18","9"
"141","2020-09-16","13","29","46"
"142","2020-09-17","22","26","23"
"143","2020-09-18","24","12","30"
"144","2020-09-19","13","16","11"
"145","2020-09-20","20","14","7"
"146","2020-09-21","18","32","29"
"147","2020-09-22","21","27","28"
"148","2020-09-23","10","24","15"
"149","2020-09-24","20","35","70"
"150","2020-09-25","21","28","35"
"151","2020-09-26","12","14","10"
"152","2020-09-27","12","16","7"
"153","2020-09-28","8","29","44"
"154","2020-09-29","14","35","16"
"155","2020-09-30","7","29","32"
"156","2020-10-01","17","21","28"
"157","2020-10-02","16","22","31"
"158","2020-10-03","5","9","7"
"159","2020-10-04","13","9","4"
"160","2020-10-05","16","29","19"
"161","2020-10-06","11","18","43"
"162","2020-10-07","5","27","16"
"163","2020-10-08","6","9","15"
"164","2020-10-09","6","29","13"
"165","2020-10-10","11","7","4"
"166","2020-10-11","5","9","2"
"167","2020-10-12","6","16","16"
"168","2020-10-13","5","18","34"
"169","2020-10-14","6","11","15"
"170","2020-10-15","3","13","15"
"171","2020-10-16","11","10","14"
"172","2020-10-17","2","2","2"
"173","2020-10-18","8","8","8"
"174","2020-10-19","7","14","16"
"175","2020-10-20","11","14","8"
"176","2020-10-21","4","13","16"
"177","2020-10-22","6","8","18"
"178","2020-10-23","11","10","9"
"179","2020-10-24","7","6","6"
"180","2020-10-25","9","5","3"
"181","2020-10-26","8","18","20"
"182","2020-10-27","7","22","15"
"183","2020-10-28","5","19","24"
"184","2020-10-29","7","15","17"
"185","2020-10-30","7","12","15"
"186","2020-10-31","1","8","2"
"187","2020-11-01","11","6","7"
"188","2020-11-02","5","6","5"
"189","2020-11-03","6","22","18"
"190","2020-11-04","6","7","16"
"191","2020-11-05","7","9","3"
"192","2020-11-06","6","4","6"
"193","2020-11-07","12","5","5"
"194","2020-11-08","4","7","2"
"195","2020-11-09","8","17","35"
"196","2020-11-10","5","11","20"
"197","2020-11-11","2","14","14"
"198","2020-11-12","5","18","16"
"199","2020-11-13","6","13","17"
"200","2020-11-14","4","12","3"
"201","2020-11-15","7","5","5"
"202","2020-11-16","8","13","12"
"203","2020-11-17","3","6","19"
"204","2020-11-18","7","6","5"
"205","2020-11-19","5","15","9"
"206","2020-11-20","7","9","20"
"207","2020-11-21","4","1","3"
"208","2020-11-22","2","2","2"
"209","2020-11-23","6","11","6"
"210","2020-11-24","5","5","9"
"211","2020-11-25","4","8","4"
"212","2020-11-26","4","19","19"
"213","2020-11-27","3","5","10"
"214","2020-11-28","1","4","1"
"215","2020-11-29","1","3","1"
"216","2020-11-30","5","10","14"
"217","2020-12-01","9","11","9"
"218","2020-12-02","4","7","10"
"219","2020-12-03","3","8","9"
"220","2020-12-04","3","10","9"
"221","2020-12-05","6","11","6"
"222","2020-12-06","3","5","6"
"223","2020-12-07","11","8","5"
"224","2020-12-08","4","7","10"
"225","2020-12-09","4","9","12"
"226","2020-12-10","9","13","10"
"227","2020-12-11","3","9","7"
"228","2020-12-12","8","4","3"
"229","2020-12-13","2","4","6"
"230","2020-12-14","4","17","15"
"231","2020-12-15","5","7","12"
"232","2020-12-16","10","14","10"
"233","2020-12-17","4","13","10"
"234","2020-12-18","6","7","5"
"235","2020-12-19","2","4","3"
"236","2020-12-20","7","2","1"
"237","2020-12-21","7","13","3"
"238","2020-12-22","1","12","12"
"239","2020-12-23","1","6","6"
"240","2020-12-24","4","6","6"
"241","2020-12-25","4","4","6"
"242","2020-12-26","7","8","2"
"243","2020-12-27","7","5","3"
"244","2020-12-28","8","21","10"
"245","2020-12-29","6","9","8"
"246","2020-12-30","2","19","24"
"247","2020-12-31","6","15","2"
"248","2021-01-01","5","4","6"
"249","2021-01-02","4","9","3"
"250","2021-01-03","3","6","5"
"251","2021-01-04","3","22","12"
"252","2021-01-05","11","15","16"
"253","2021-01-06","4","10","10"
"254","2021-01-07","4","23","17"
"255","2021-01-08","6","14","26"
"256","2021-01-09","10","4","6"
"257","2021-01-10","5","10","8"
"258","2021-01-11","3","17","26"
"259","2021-01-12","6","13","21"
"260","2021-01-13","4","15","19"
"261","2021-01-14","0","10","23"
"262","2021-01-15","9","11","11"
"263","2021-01-16","6","3","5"
"264","2021-01-17","7","5","2"
"265","2021-01-18","9","12","12"
"266","2021-01-19","10","16","23"
"267","2021-01-20","14","18","27"
"268","2021-01-21","3","17","14"
"269","2021-01-22","5","21","31"
"270","2021-01-23","5","7","3"
"271","2021-01-24","11","3","2"
"272","2021-01-25","14","28","27"
"273","2021-01-26","2","27","18"
"274","2021-01-27","4","18","25"
"275","2021-01-28","2","15","20"
"276","2021-01-29","8","13","17"
"277","2021-01-30","2","6","8"
"278","2021-01-31","2","4","4"
"279","2021-02-01","7","21","14"
"280","2021-02-02","4","4","14"
"281","2021-02-03","4","11","12"
"282","2021-02-04","5","4","7"
"283","2021-02-05","7","7","7"
"284","2021-02-06","2","5","3"
"285","2021-02-07","5","0","0"
"286","2021-02-08","1","12","11"
"287","2021-02-09","6","6","9"
"288","2021-02-10","6","17","18"
"289","2021-02-11","4","8","8"
"290","2021-02-12","2","4","6"
"291","2021-02-13","2","8","1"
"292","2021-02-14","2","5","10"
"293","2021-02-15","1","10","18"
"294","2021-02-16","1","9","8"
"295","2021-02-17","3","1","7"
"296","2021-02-18","6","6","2"
"297","2021-02-19","1","3","5"
"298","2021-02-20","7","2","0"
"299","2021-02-21","4","3","4"
"300","2021-02-22","6","9","12"
"301","2021-02-23","3","11","8"
"302","2021-02-24","1","8","5"
"303","2021-02-25","5","14","13"
"304","2021-02-26","3","6","11"
"305","2021-02-27","4","3","0"
"306","2021-02-28","1","2","4"
"307","2021-03-01","4","15","13"
"308","2021-03-02","2","4","8"
"309","2021-03-03","0","6","3"
"310","2021-03-04","1","8","8"
"311","2021-03-05","1","11","5"
"312","2021-03-06","2","2","3"
"313","2021-03-07","0","1","1"
"314","2021-03-08","1","4","10"
"315","2021-03-09","4","6","6"
"316","2021-03-10","4","4","7"
"317","2021-03-11","2","1","3"
"318","2021-03-12","3","10","3"
"319","2021-03-13","3","3","2"
"320","2021-03-14","5","3","3"
"321","2021-03-15","0","9","17"
"322","2021-03-16","0","6","5"
"323","2021-03-17","5","5","10"
"324","2021-03-18","6","3","9"
"325","2021-03-19","1","5","6"
"326","2021-03-20","5","4","0"
"327","2021-03-21","1","5","2"
"328","2021-03-22","4","10","5"
"329","2021-03-23","1","5","3"
"330","2021-03-24","3","7","8"
"331","2021-03-25","0","3","4"
"332","2021-03-26","0","3","17"
"333","SIN DATOS","2560","19","0"
"334","Total","5492","5492","5492"
