"","fecha","Casos por fecha de inicio de síntomas","Casos por fecha de toma de muestra","Casos por fecha de emisión de resultados"
"211","2020-11-25","2","5","10"
"212","2020-11-26","10","12","2"
"213","2020-11-27","5","4","7"
"214","2020-11-28","4","0","0"
"215","2020-11-29","4","0","0"
"216","2020-11-30","3","12","13"
"217","2020-12-01","1","9","6"
"218","2020-12-02","5","7","8"
"219","2020-12-03","3","6","3"
"220","2020-12-04","4","6","13"
"221","2020-12-05","3","2","0"
"222","2020-12-06","4","0","0"
"223","2020-12-07","3","8","37"
"224","2020-12-08","2","4","5"
"225","2020-12-09","0","6","2"
"226","2020-12-10","9","6","10"
"227","2020-12-11","2","2","8"
"228","2020-12-12","7","3","1"
"229","2020-12-13","7","4","4"
"230","2020-12-14","2","9","9"
"231","2020-12-15","6","12","8"
"232","2020-12-16","4","6","4"
"233","2020-12-17","2","7","1"
"234","2020-12-18","4","8","10"
"235","2020-12-19","1","3","2"
"236","2020-12-20","2","5","1"
"237","2020-12-21","2","8","4"
"238","2020-12-22","2","7","6"
"239","2020-12-23","1","3","3"
"240","2020-12-24","4","9","5"
"241","2020-12-25","4","0","0"
"242","2020-12-26","7","3","0"
"243","2020-12-27","1","0","1"
"244","2020-12-28","4","7","7"
"245","2020-12-29","0","7","8"
"246","2020-12-30","2","4","11"
"247","2020-12-31","4","3","1"
"248","2021-01-01","5","0","0"
"249","2021-01-02","1","2","0"
"250","2021-01-03","9","3","0"
"251","2021-01-04","9","13","8"
"252","2021-01-05","0","17","2"
"253","2021-01-06","4","12","16"
"254","2021-01-07","7","9","6"
"255","2021-01-08","1","27","8"
"256","2021-01-09","1","0","2"
"257","2021-01-10","5","2","1"
"258","2021-01-11","6","3","4"
"259","2021-01-12","9","10","15"
"260","2021-01-13","4","4","15"
"261","2021-01-14","5","10","6"
"262","2021-01-15","2","7","33"
"263","2021-01-16","6","3","2"
"264","2021-01-17","3","7","2"
"265","2021-01-18","2","13","10"
"266","2021-01-19","0","3","7"
"267","2021-01-20","6","10","14"
"268","2021-01-21","1","8","15"
"269","2021-01-22","3","8","6"
"270","2021-01-23","1","1","0"
"271","2021-01-24","5","2","1"
"272","2021-01-25","4","9","19"
"273","2021-01-26","4","2","21"
"274","2021-01-27","5","10","13"
"275","2021-01-28","0","11","7"
"276","2021-01-29","7","10","5"
"277","2021-01-30","4","2","2"
"278","2021-01-31","2","0","0"
"279","2021-02-01","1","11","9"
"280","2021-02-02","2","14","13"
"281","2021-02-03","6","6","7"
"282","2021-02-04","7","6","15"
"283","2021-02-05","3","12","13"
"284","2021-02-06","1","2","1"
"285","2021-02-08","1","15","8"
"286","2021-02-09","1","5","21"
"287","2021-02-10","1","4","5"
"288","2021-02-11","1","4","4"
"289","2021-02-12","0","1","4"
"290","2021-02-13","3","2","0"
"291","2021-02-14","3","0","0"
"292","2021-02-15","5","4","2"
"293","2021-02-16","5","7","1"
"294","2021-02-17","2","4","8"
"295","2021-02-18","1","10","4"
"296","2021-02-19","1","6","14"
"297","2021-02-20","5","6","0"
"298","2021-02-21","3","2","1"
"299","2021-02-22","2","5","3"
"300","2021-02-23","4","8","9"
"301","2021-02-24","3","9","14"
"302","2021-02-25","1","2","15"
"303","2021-02-26","2","4","4"
"304","2021-02-27","2","2","0"
"305","2021-02-28","5","2","0"
"306","2021-03-01","8","10","0"
"307","2021-03-02","2","14","3"
"308","2021-03-03","4","3","20"
"309","2021-03-04","0","7","7"
"310","2021-03-05","3","6","1"
"311","2021-03-06","2","2","1"
"312","2021-03-07","5","3","1"
"313","2021-03-08","2","7","8"
"314","2021-03-09","3","6","5"
"315","2021-03-10","5","8","3"
"316","2021-03-11","2","5","43"
"317","2021-03-12","4","5","5"
"318","2021-03-13","2","0","1"
"319","2021-03-14","4","1","1"
"320","2021-03-15","6","6","7"
"321","2021-03-16","3","20","9"
"322","2021-03-17","1","8","4"
"323","2021-03-18","2","6","16"
"324","2021-03-19","4","2","5"
"325","2021-03-20","3","0","1"
"326","2021-03-21","1","3","0"
"327","2021-03-22","3","7","10"
"328","2021-03-23","3","8","8"
"329","2021-03-24","1","2","8"
"330","2021-03-25","1","5","5"
"331","2021-03-26","0","8","3"
"332","2021-03-27","0","3","5"
"333","2021-03-28","2","1","1"
"334","2021-03-29","2","7","2"
"335","2021-03-30","3","2","3"
"336","2021-03-31","1","3","1"
"337","2021-04-01","2","4","3"
"338","2021-04-02","2","0","0"
"339","2021-04-04","2","0","4"
"340","2021-04-05","1","7","9"
"341","2021-04-06","0","6","6"
"342","2021-04-07","0","1","13"
"343","SIN DATOS","931","3","0"
"344","Total","2374","2374","2374"
