"","fecha","Casos por fecha de inicio de síntomas","Casos por fecha de toma de muestra","Casos por fecha de emisión de resultados"
"167","2020-09-29","10","37","57"
"168","2020-09-30","15","36","36"
"169","2020-10-01","20","40","24"
"170","2020-10-02","11","28","22"
"171","2020-10-03","8","24","16"
"172","2020-10-04","5","25","8"
"173","2020-10-05","10","62","44"
"174","2020-10-06","10","27","44"
"175","2020-10-07","11","34","30"
"176","2020-10-08","15","30","22"
"177","2020-10-09","11","28","37"
"178","2020-10-10","21","27","6"
"179","2020-10-11","13","21","4"
"180","2020-10-12","11","45","34"
"181","2020-10-13","8","43","47"
"182","2020-10-14","11","36","39"
"183","2020-10-15","10","38","53"
"184","2020-10-16","11","21","31"
"185","2020-10-17","10","20","4"
"186","2020-10-18","8","21","7"
"187","2020-10-19","17","38","55"
"188","2020-10-20","2","37","11"
"189","2020-10-21","5","27","46"
"190","2020-10-22","8","52","69"
"191","2020-10-23","7","26","50"
"192","2020-10-24","7","12","3"
"193","2020-10-25","12","20","5"
"194","2020-10-26","10","22","34"
"195","2020-10-27","15","40","40"
"196","2020-10-28","9","35","26"
"197","2020-10-29","5","34","50"
"198","2020-10-30","8","37","27"
"199","2020-10-31","8","11","13"
"200","2020-11-01","15","18","0"
"201","2020-11-02","13","22","6"
"202","2020-11-03","10","32","12"
"203","2020-11-04","12","38","38"
"204","2020-11-05","13","31","22"
"205","2020-11-06","9","35","27"
"206","2020-11-07","7","14","24"
"207","2020-11-08","15","19","2"
"208","2020-11-09","14","69","47"
"209","2020-11-10","17","33","47"
"210","2020-11-11","10","51","37"
"211","2020-11-12","10","41","36"
"212","2020-11-13","6","47","28"
"213","2020-11-14","8","22","7"
"214","2020-11-15","15","18","14"
"215","2020-11-16","8","57","63"
"216","2020-11-17","6","35","77"
"217","2020-11-18","5","22","47"
"218","2020-11-19","11","41","55"
"219","2020-11-20","9","29","43"
"220","2020-11-21","5","33","8"
"221","2020-11-22","9","13","6"
"222","2020-11-23","9","35","53"
"223","2020-11-24","4","29","52"
"224","2020-11-25","12","25","81"
"225","2020-11-26","4","21","25"
"226","2020-11-27","5","45","64"
"227","2020-11-28","7","23","9"
"228","2020-11-29","11","10","6"
"229","2020-11-30","13","47","67"
"230","2020-12-01","9","38","47"
"231","2020-12-02","9","42","32"
"232","2020-12-03","19","44","45"
"233","2020-12-04","10","48","37"
"234","2020-12-05","6","14","11"
"235","2020-12-06","9","14","5"
"236","2020-12-07","15","60","54"
"237","2020-12-08","4","39","48"
"238","2020-12-09","6","40","35"
"239","2020-12-10","7","38","20"
"240","2020-12-11","9","45","29"
"241","2020-12-12","10","25","14"
"242","2020-12-13","14","18","3"
"243","2020-12-14","6","40","51"
"244","2020-12-15","10","35","50"
"245","2020-12-16","13","32","28"
"246","2020-12-17","4","35","36"
"247","2020-12-18","6","42","41"
"248","2020-12-19","7","33","15"
"249","2020-12-20","11","18","9"
"250","2020-12-21","6","43","55"
"251","2020-12-22","9","29","53"
"252","2020-12-23","11","35","86"
"253","2020-12-24","11","11","5"
"254","2020-12-25","5","14","1"
"255","2020-12-26","13","34","7"
"256","2020-12-27","11","19","7"
"257","2020-12-28","12","65","79"
"258","2020-12-29","11","44","58"
"259","2020-12-30","7","26","44"
"260","2020-12-31","16","32","25"
"261","2021-01-01","18","23","7"
"262","2021-01-02","7","45","28"
"263","2021-01-03","15","34","21"
"264","2021-01-04","22","66","63"
"265","2021-01-05","14","40","109"
"266","2021-01-06","12","39","80"
"267","2021-01-07","12","70","50"
"268","2021-01-08","11","66","86"
"269","2021-01-09","17","31","24"
"270","2021-01-10","13","37","11"
"271","2021-01-11","11","73","58"
"272","2021-01-12","11","45","102"
"273","2021-01-13","9","52","56"
"274","2021-01-14","6","36","47"
"275","2021-01-15","18","39","20"
"276","2021-01-16","6","26","9"
"277","2021-01-17","5","35","21"
"278","2021-01-18","7","54","55"
"279","2021-01-19","4","51","93"
"280","2021-01-20","15","36","38"
"281","2021-01-21","6","46","89"
"282","2021-01-22","8","29","27"
"283","2021-01-23","8","11","12"
"284","2021-01-24","7","21","2"
"285","2021-01-25","9","34","49"
"286","2021-01-26","10","30","32"
"287","2021-01-27","5","28","54"
"288","2021-01-28","5","23","37"
"289","2021-01-29","6","16","52"
"290","2021-01-30","10","19","2"
"291","2021-01-31","7","14","5"
"292","2021-02-01","12","45","19"
"293","2021-02-02","9","19","66"
"294","2021-02-03","10","24","29"
"295","2021-02-04","13","26","31"
"296","2021-02-05","4","51","27"
"297","2021-02-06","5","38","10"
"298","2021-02-07","7","18","17"
"299","2021-02-08","12","36","41"
"300","2021-02-09","5","26","46"
"301","2021-02-10","9","18","35"
"302","2021-02-11","6","27","35"
"303","2021-02-12","6","20","40"
"304","2021-02-13","6","17","1"
"305","2021-02-14","5","15","2"
"306","2021-02-15","6","33","35"
"307","2021-02-16","5","29","30"
"308","2021-02-17","4","17","36"
"309","2021-02-18","0","26","23"
"310","2021-02-19","7","25","31"
"311","2021-02-20","10","39","8"
"312","2021-02-21","7","22","13"
"313","2021-02-22","11","35","78"
"314","2021-02-23","12","36","45"
"315","2021-02-24","5","39","21"
"316","2021-02-25","9","31","45"
"317","2021-02-26","0","48","41"
"318","2021-02-27","2","22","14"
"319","2021-02-28","0","13","6"
"320","2021-03-01","2","14","80"
"321","SIN DATOS","6790","19","0"
"322","Total","10994","10994","10994"
