"","Fecha","Fallecidos por fecha"
"294","2021-10-16","1"
"295","2021-10-18","1"
"296","2021-10-19","1"
"297","2021-10-21","1"
"298","2021-10-22","2"
"299","2021-10-23","1"
"300","2021-10-25","1"
"301","2021-10-26","1"
"302","2021-10-27","1"
"303","2021-10-28","1"
"304","2021-10-30","1"
"305","2021-10-31","1"
"306","2021-11-01","1"
"307","2021-11-02","1"
"308","2021-11-04","1"
"309","2021-11-05","1"
"310","2021-11-06","2"
"311","2021-11-08","1"
"312","2021-11-09","1"
"313","2021-11-11","1"
"314","2021-11-14","2"
"315","2021-11-18","1"
"316","2021-11-21","2"
"317","2021-11-22","1"
"318","2021-11-25","1"
"319","2021-11-29","1"
"320","2021-12-02","1"
"321","2021-12-09","1"
"322","2021-12-11","1"
"323","2021-12-15","1"
"324","2022-02-05","1"
"325","2022-02-07","5"
"326","2022-03-04","2"
"327","2022-03-07","2"
"328","2022-03-08","1"
"329","2022-03-10","1"
"330","2022-03-13","1"
"331","2022-03-16","1"
"332","2022-03-18","1"
"333","2022-03-22","1"
"334","2022-03-28","1"
"335","2022-03-29","1"
"336","2022-04-04","1"
"337","Total","625"
