"","fecha","Fallecidos por fecha"
"150","2020-11-29","3"
"151","2020-12-01","1"
"152","2020-12-02","1"
"153","2020-12-03","2"
"154","2020-12-07","1"
"155","2020-12-09","1"
"156","2020-12-12","1"
"157","2020-12-13","1"
"158","2020-12-14","3"
"159","2020-12-15","1"
"160","2020-12-17","2"
"161","2020-12-19","1"
"162","2020-12-20","2"
"163","2020-12-23","4"
"164","2020-12-26","1"
"165","2020-12-27","2"
"166","2020-12-28","1"
"167","2020-12-30","3"
"168","2021-01-01","1"
"169","2021-01-03","3"
"170","2021-01-07","1"
"171","2021-01-11","2"
"172","2021-01-12","1"
"173","2021-01-13","2"
"174","2021-01-14","3"
"175","2021-01-15","1"
"176","2021-01-16","2"
"177","2021-01-19","1"
"178","2021-01-20","1"
"179","2021-01-21","1"
"180","2021-01-22","1"
"181","2021-01-24","2"
"182","2021-01-27","1"
"183","2021-01-29","1"
"184","2021-02-01","2"
"185","2021-02-02","1"
"186","2021-02-05","1"
"187","2021-02-13","3"
"188","2021-02-15","2"
"189","2021-02-16","2"
"190","2021-02-20","1"
"191","2021-02-21","2"
"192","2021-02-22","1"
"193","2021-02-23","1"
"194","2021-02-24","2"
"195","2021-02-28","1"
"196","2021-03-02","1"
"197","2021-03-03","2"
"198","2021-03-04","1"
"199","2021-03-06","1"
"200","2021-03-07","1"
"201","2021-03-09","2"
"202","2021-03-11","4"
"203","2021-03-13","1"
"204","2021-03-15","2"
"205","2021-03-16","3"
"206","2021-03-18","3"
"207","2021-03-20","1"
"208","2021-03-21","1"
"209","2021-03-22","5"
"210","2021-03-23","3"
"211","2021-03-24","2"
"212","2021-03-25","2"
"213","2021-03-27","1"
"214","2021-03-28","2"
"215","2021-03-29","2"
"216","2021-03-30","1"
"217","2021-03-31","1"
"218","2021-04-01","3"
"219","2021-04-02","1"
"220","2021-04-03","3"
"221","2021-04-04","6"
"222","2021-04-05","6"
"223","2021-04-06","1"
"224","2021-04-07","1"
"225","2021-04-08","2"
"226","2021-04-09","8"
"227","2021-04-10","3"
"228","2021-04-11","4"
"229","2021-04-12","9"
"230","2021-04-13","4"
"231","2021-04-14","5"
"232","2021-04-17","5"
"233","2021-04-18","5"
"234","2021-04-19","6"
"235","2021-04-20","4"
"236","2021-04-21","5"
"237","2021-04-22","3"
"238","2021-04-23","1"
"239","2021-04-24","4"
"240","2021-04-25","3"
"241","2021-04-26","2"
"242","2021-04-27","6"
"243","2021-04-28","1"
"244","2021-04-29","4"
"245","2021-04-30","2"
"246","2021-05-01","1"
"247","2021-05-02","2"
"248","2021-05-03","2"
"249","2021-05-04","5"
"250","2021-05-05","2"
"251","2021-05-06","3"
"252","2021-05-07","6"
"253","2021-05-08","2"
"254","2021-05-09","2"
"255","2021-05-10","2"
"256","2021-05-11","2"
"257","2021-05-12","2"
"258","2021-05-14","1"
"259","2021-05-15","3"
"260","2021-05-16","3"
"261","2021-05-17","3"
"262","2021-05-18","1"
"263","2021-05-19","5"
"264","2021-05-20","2"
"265","2021-05-21","1"
"266","2021-05-23","2"
"267","2021-05-24","1"
"268","2021-05-25","5"
"269","2021-05-26","3"
"270","2021-05-27","2"
"271","2021-05-29","1"
"272","2021-05-30","3"
"273","2021-05-31","1"
"274","2021-06-01","1"
"275","2021-06-02","1"
"276","2021-06-03","1"
"277","2021-06-05","3"
"278","2021-06-06","2"
"279","2021-06-07","2"
"280","2021-06-08","2"
"281","2021-06-09","3"
"282","2021-06-10","5"
"283","2021-06-11","1"
"284","2021-06-12","2"
"285","2021-06-14","1"
"286","2021-06-15","1"
"287","2021-06-17","1"
"288","2021-06-18","1"
"289","2021-06-19","1"
"290","2021-06-21","2"
"291","2021-06-22","2"
"292","2021-06-24","1"
"293","2021-06-25","5"
"294","2021-06-27","2"
"295","2021-06-28","1"
"296","2021-06-29","1"
"297","2021-06-30","2"
"298","2021-07-01","3"
"299","2021-07-04","3"
"300","2021-07-05","2"
"301","2021-07-07","3"
"302","2021-07-08","1"
"303","2021-07-09","1"
"304","2021-07-10","1"
"305","2021-07-11","2"
"306","2021-07-12","1"
"307","2021-07-13","2"
"308","2021-07-14","1"
"309","2021-07-15","3"
"310","2021-07-17","2"
"311","2021-07-18","1"
"312","2021-07-19","1"
"313","2021-07-20","2"
"314","2021-07-21","3"
"315","2021-07-24","1"
"316","2021-07-25","3"
"317","2021-07-26","1"
"318","2021-07-27","3"
"319","2021-07-28","3"
"320","2021-07-29","4"
"321","2021-07-30","1"
"322","2021-07-31","3"
"323","2021-08-01","1"
"324","2021-08-02","3"
"325","2021-08-03","3"
"326","2021-08-05","1"
"327","2021-08-06","4"
"328","2021-08-07","2"
"329","2021-08-08","2"
"330","2021-08-09","2"
"331","2021-08-10","1"
"332","2021-08-12","2"
"333","2021-08-13","1"
"334","2021-08-14","7"
"335","2021-08-15","3"
"336","2021-08-16","3"
"337","2021-08-17","1"
"338","2021-08-19","2"
"339","2021-08-20","6"
"340","2021-08-23","3"
"341","2021-08-24","7"
"342","2021-08-25","1"
"343","2021-08-27","3"
"344","2021-08-28","1"
"345","2021-08-29","4"
"346","2021-08-30","3"
"347","2021-08-31","2"
"348","2021-09-02","1"
"349","2021-09-04","1"
"350","2021-09-05","3"
"351","2021-09-06","2"
"352","2021-09-07","2"
"353","2021-09-08","1"
"354","Total","876"
