"","fecha","Fallecidos por fecha"
"172","2021-09-02","1"
"173","2021-09-03","1"
"174","2021-09-05","2"
"175","2021-09-06","1"
"176","2021-09-07","1"
"177","2021-09-08","3"
"178","2021-09-09","3"
"179","2021-09-10","3"
"180","2021-09-11","3"
"181","2021-09-12","3"
"182","2021-09-13","2"
"183","2021-09-14","2"
"184","2021-09-15","2"
"185","2021-09-16","2"
"186","2021-09-17","4"
"187","2021-09-18","3"
"188","2021-09-19","4"
"189","2021-09-20","2"
"190","2021-09-21","3"
"191","2021-09-23","3"
"192","2021-09-25","3"
"193","2021-09-26","2"
"194","2021-09-27","1"
"195","2021-09-29","3"
"196","2021-09-30","1"
"197","2021-10-01","3"
"198","2021-10-02","1"
"199","2021-10-03","4"
"200","2021-10-04","4"
"201","2021-10-06","3"
"202","2021-10-07","2"
"203","2021-10-08","1"
"204","2021-10-09","1"
"205","2021-10-11","1"
"206","2021-10-12","1"
"207","2021-10-13","1"
"208","2021-10-14","1"
"209","2021-10-15","1"
"210","2021-10-16","2"
"211","2021-10-20","6"
"212","2021-10-21","1"
"213","2021-10-23","1"
"214","2021-10-24","1"
"215","2021-10-26","2"
"216","2021-10-28","2"
"217","2021-10-30","1"
"218","2021-11-01","2"
"219","2021-11-02","1"
"220","2021-11-09","1"
"221","2021-11-10","1"
"222","2021-11-13","1"
"223","2021-11-23","2"
"224","2021-11-27","1"
"225","2021-12-03","1"
"226","2021-12-21","1"
"227","2022-01-23","2"
"228","2022-01-30","1"
"229","2022-02-01","1"
"230","2022-02-03","2"
"231","2022-02-10","1"
"232","2022-02-12","1"
"233","2022-02-20","1"
"234","2022-02-25","1"
"235","2022-03-06","1"
"236","2022-03-14","1"
"237","2022-03-27","1"
"238","2022-04-22","1"
"239","Total","381"
